"faa","name","lat","lon","alt","tz","dst","city","country","flight_date","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","airline","tail_number","flight_number","origin","dest","air_time","actual_elapsed_time","distance","cancelled","diverted"
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",1501,1445,16,1641,1630,11,EV,N13553,4249,IAH,ECP,83,100,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1451,1447,4,1530,1531,-1,YX,N127HQ,4553,CLT,PNS,72,99,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1457,1459,-2,1454,1511,-17,DL,N937DL,1270,ATL,PNS,45,57,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",1510,1510,0,1510,1516,-6,DL,N904DE,2802,ATL,VPS,39,60,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",1612,1610,2,1732,1737,-5,OH,N558NN,5248,CLT,TLH,60,80,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",1613,1617,-4,1701,1712,-11,DL,N999DN,1786,ATL,TLH,36,48,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",,1620,,,1809,,EV,N14568,4412,IAH,VPS,,,528,1,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1721,1625,56,1851,1802,49,YV,N87360,6184,IAH,PNS,75,90,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1634,1638,-4,1722,1729,-7,MQ,N689EC,3427,MIA,PNS,89,108,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1643,1645,-2,1829,1835,-6,MQ,N259NN,3877,DFW,PNS,81,106,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",1712,1650,22,1859,1846,13,YV,N326MS,5906,DFW,VPS,88,107,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1652,1655,-3,1653,1704,-11,DL,N692DL,1814,ATL,PNS,43,61,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",1728,1715,13,1905,1900,5,WN,N7748A,1484,HOU,ECP,85,97,571,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",1717,1719,-2,1714,1722,-8,DL,N964DL,1167,ATL,VPS,40,57,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",1709,1713,-4,1703,1711,-8,DL,N982DL,1403,ATL,ECP,43,54,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1734,1720,14,1855,1845,10,WN,N8652B,2300,HOU,PNS,70,81,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",1723,1730,-7,1843,1859,-16,MQ,N900AE,3844,MIA,TLH,62,80,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1829,1834,-5,1826,1845,-19,DL,N972DL,2182,ATL,PNS,41,57,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1740,1741,-1,1806,1820,-14,OH,N518AE,5463,CLT,PNS,68,86,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",1743,1745,-2,1804,1824,-20,OH,N570NN,5709,CLT,VPS,65,81,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",1749,1755,-6,1912,1927,-15,YX,N120HQ,4660,CLT,TLH,57,83,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",1800,1804,-4,1854,1910,-16,DL,N893AT,678,ATL,TLH,37,54,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",1805,1805,0,1953,1952,1,YV,N85354,6215,IAH,VPS,79,108,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",1824,1830,-6,1855,1914,-19,EV,N616QX,2890,CLT,ECP,62,91,437,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",1835,1845,-10,2025,2044,-19,AA,N7541A,1445,DFW,VPS,85,110,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",1842,1850,-8,2038,2055,-17,EV,N605QX,2870,DFW,ECP,92,116,685,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",1931,1934,-3,1940,1940,0,DL,N3734B,2431,ATL,ECP,39,69,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",1955,2000,-5,2142,2145,-3,EV,N14991,4190,IAH,ECP,80,107,572,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",1930,1936,-6,1942,1945,-3,DL,N954DL,1856,ATL,VPS,39,72,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",2136,1940,116,2258,2050,128,WN,N742SW,3723,BNA,ECP,62,82,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1940,1945,-5,2052,2055,-3,WN,N406WN,1362,BNA,PNS,55,72,391,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",1953,2000,-7,2113,2129,-16,YX,N413YX,4504,DCA,PNS,108,140,816,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",2036,2000,36,2240,2213,27,OH,N508AE,5597,DCA,TLH,103,124,716,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",2001,2017,-16,2059,2117,-18,G4,"224NV",1917,LCK,VPS,95,118,675,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",2026,2030,-4,2340,2335,5,MQ,N249NN,4131,DFW,TLH,110,134,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",2039,2046,-7,2044,2057,-13,DL,N960DL,1236,ATL,PNS,45,65,271,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",2048,2045,3,2232,2230,2,AA,N9626F,2641,DFW,PNS,89,104,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",2220,2051,89,2313,2155,78,DL,N917DL,1669,ATL,TLH,38,53,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",2141,2145,-4,2309,2318,-9,MQ,N696AE,3325,MIA,TLH,63,88,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",2131,2135,-4,2257,2304,-7,YV,N82338,6187,IAH,PNS,68,86,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",2147,2151,-4,2234,2245,-11,MQ,N905JH,4109,MIA,PNS,81,107,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",2221,2224,-3,2254,2308,-14,OH,N561NN,5103,CLT,PNS,69,93,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-01",2232,2238,-6,2238,2247,-9,DL,N948DL,1213,ATL,PNS,46,66,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",2230,2232,-2,2351,2359,-8,OH,N716PS,5284,CLT,TLH,63,81,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-01",2239,2241,-2,2333,2345,-12,DL,N955DL,485,ATL,TLH,38,54,223,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-01",2242,2245,-3,2239,2250,-11,DL,N841DN,2303,ATL,ECP,39,57,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",2237,2241,-4,2305,2320,-15,OH,N576NN,5696,CLT,VPS,68,88,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-01",2241,2242,-1,2245,2248,-3,DL,N918DE,1590,ATL,VPS,39,64,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",719,722,-3,1105,1121,-16,F9,N229FR,638,DEN,PNS,144,166,1179,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",735,725,10,908,904,4,EV,N12201,4182,IAH,PNS,72,93,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",736,740,-4,843,900,-17,WN,N7748A,1764,BNA,ECP,56,67,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",733,740,-7,809,822,-13,OH,N709PS,5237,CLT,PNS,71,96,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",742,745,-3,851,905,-14,WN,N287WN,1156,BNA,PNS,55,69,391,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",832,836,-4,922,941,-19,"9E",N929XJ,3281,ATL,TLH,37,50,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",816,820,-4,821,831,-10,DL,N937DL,2212,ATL,PNS,46,65,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",841,850,-9,1013,1023,-10,YX,N113HQ,4609,DCA,VPS,111,152,789,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",850,855,-5,919,931,-12,OH,N563NN,5564,CLT,VPS,68,89,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",903,900,3,1028,1025,3,OH,N589NN,5272,CLT,TLH,65,85,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",854,900,-6,854,903,-9,DL,N992DL,2029,ATL,ECP,43,60,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",906,915,-9,1007,1003,4,MQ,N675AE,3733,MIA,PNS,84,121,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",934,935,-1,1115,1117,-2,YV,N89342,6357,IAH,PNS,71,101,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",944,944,0,942,950,-8,DL,N915DE,2716,ATL,VPS,42,58,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",953,1000,-7,1145,1145,0,EV,N11536,4451,IAH,ECP,88,112,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1002,1002,0,1013,1017,-4,DL,N6709,2179,ATL,PNS,49,71,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1022,1025,-3,1148,1150,-2,MQ,N905JH,3663,MIA,TLH,67,86,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1026,1028,-2,1205,1216,-11,MQ,N261NN,3324,DFW,PNS,82,99,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1045,1050,-5,1137,1150,-13,DL,N973DL,489,ATL,TLH,37,52,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1051,1055,-4,1243,1255,-12,YV,N909FJ,5740,DFW,VPS,88,112,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1108,1112,-4,1105,1116,-11,DL,N918DE,1733,ATL,ECP,39,57,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1126,1130,-4,1202,1214,-12,OH,N565NN,5298,CLT,PNS,74,96,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1316,1141,95,1532,1400,92,EV,N13908,4085,ORD,PNS,106,136,794,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1128,1131,-3,1204,1210,-6,EV,N617QX,2916,CLT,ECP,67,96,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1130,1138,-8,1241,1300,-19,MQ,N227NN,3771,DCA,PNS,111,131,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1150,1155,-5,1328,1344,-16,EV,N13538,3995,IAH,VPS,77,98,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1148,1155,-7,1334,1334,0,EV,N13988,4393,IAH,PNS,73,106,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1156,1157,-1,1337,1339,-2,G4,"274NV",1903,BLV,VPS,80,101,587,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1225,1225,0,1415,1424,-9,EV,N717EV,2895,DFW,ECP,90,110,685,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1233,1236,-3,1231,1247,-16,DL,N955DL,1353,ATL,PNS,46,58,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1308,1305,3,1607,1612,-5,MQ,N246NN,4069,DFW,TLH,100,119,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1257,1300,-3,1440,1445,-5,AA,N501AA,2389,DFW,PNS,83,103,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1314,1306,8,1400,1349,11,OH,N572NN,5500,CLT,VPS,66,106,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1317,1315,2,1452,1446,6,OH,N589NN,5662,CLT,TLH,61,95,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1316,1315,1,1456,1500,-4,WN,N8646B,3079,DAL,ECP,89,100,674,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1332,1331,1,1409,1418,-9,G4,"305NV",1901,CVG,VPS,75,97,600,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1351,1354,-3,1346,1352,-6,DL,N970DL,2506,ATL,ECP,39,55,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1337,1342,-5,1338,1348,-10,DL,N906DE,2873,ATL,VPS,40,61,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1405,1414,-9,1552,1555,-3,YX,N134HQ,4537,PHL,PNS,131,167,935,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1420,1421,-1,1509,1523,-14,DL,N991AT,1399,ATL,TLH,39,49,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1429,1439,-10,1543,1608,-25,MQ,N689EC,3861,MIA,TLH,63,74,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1443,1447,-4,1524,1531,-7,YX,N117HQ,4553,CLT,PNS,71,101,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1459,1445,14,1659,1630,29,EV,N12900,4249,IAH,ECP,87,120,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1454,1459,-5,1458,1511,-13,DL,N906DL,1270,ATL,PNS,46,64,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1505,1510,-5,1503,1516,-13,DL,N996DL,2802,ATL,VPS,40,58,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1559,1610,-11,1711,1737,-26,OH,N567NN,5248,CLT,TLH,57,72,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1613,1617,-4,1704,1712,-8,DL,N990DL,1786,ATL,TLH,39,51,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1717,1620,57,1900,1809,51,EV,N18556,4412,IAH,VPS,79,103,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1620,1625,-5,1756,1802,-6,YV,N89308,6184,IAH,PNS,73,96,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1631,1638,-7,1713,1729,-16,MQ,N693AE,3427,MIA,PNS,89,102,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1639,1645,-6,1820,1835,-15,MQ,N249NN,3877,DFW,PNS,81,101,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1655,1650,5,1844,1846,-2,YV,N914FJ,5906,DFW,VPS,84,109,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1655,1655,0,1657,1704,-7,DL,N665DN,1814,ATL,PNS,44,62,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1711,1713,-2,1703,1711,-8,DL,N938DL,1403,ATL,ECP,41,52,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1714,1715,-1,1848,1900,-12,WN,N401WN,1484,HOU,ECP,78,94,571,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1713,1719,-6,1714,1722,-8,DL,N983DL,1167,ATL,VPS,39,61,250,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1719,1720,-1,1842,1845,-3,WN,N8623F,2300,HOU,PNS,67,83,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1728,1730,-2,1903,1859,4,MQ,N680AE,3844,MIA,TLH,64,95,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1737,1741,-4,1808,1820,-12,OH,N716PS,5463,CLT,PNS,72,91,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1740,1745,-5,1811,1824,-13,OH,N593NN,5709,CLT,VPS,68,91,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1748,1755,-7,1922,1927,-5,YX,N119HQ,4660,CLT,TLH,63,94,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",1758,1804,-6,1857,1910,-13,DL,N946AT,678,ATL,TLH,37,59,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1902,1805,57,2039,1952,47,YV,N86350,6215,IAH,VPS,76,97,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-09",,1445,,,1630,,EV,N18556,4249,IAH,ECP,,,572,1,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1822,1830,-8,1849,1914,-25,EV,N717EV,2890,CLT,ECP,60,87,437,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1820,1832,-12,1854,1910,-16,G4,"274NV",1919,SDF,VPS,68,94,532,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1830,1834,-4,1825,1845,-20,DL,N977DL,2182,ATL,PNS,41,55,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1841,1845,-4,2025,2044,-19,AA,N979TW,1445,DFW,VPS,86,104,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1844,1850,-6,2035,2055,-20,EV,N611QX,2870,DFW,ECP,92,111,685,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",1931,1934,-3,1931,1940,-9,DL,N379DA,2431,ATL,ECP,37,60,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-02",1934,1936,-2,1945,1945,0,DL,N954DL,1856,ATL,VPS,38,71,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",2108,1940,88,2224,2050,94,WN,N915WN,3723,BNA,ECP,54,76,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",1943,1945,-2,2050,2055,-5,WN,N411WN,1362,BNA,PNS,52,67,391,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-02",2008,2000,8,2151,2145,6,EV,N14573,4190,IAH,ECP,80,103,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",2055,2000,55,2209,2129,40,YX,N137HQ,4504,DCA,PNS,104,134,816,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",2110,2000,70,2306,2213,53,OH,N540EA,5597,DCA,TLH,94,116,716,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",2027,2030,-3,2328,2335,-7,MQ,N227NN,4131,DFW,TLH,103,121,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",2039,2045,-6,2225,2230,-5,AA,N9621A,2641,DFW,PNS,79,106,604,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",2042,2046,-4,2043,2057,-14,DL,N985DL,1236,ATL,PNS,44,61,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",2046,2051,-5,2137,2155,-18,DL,N950DL,1669,ATL,TLH,36,51,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",2131,2135,-4,2254,2304,-10,YV,N88327,6187,IAH,PNS,68,83,489,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",2159,2145,14,2336,2318,18,MQ,N681AE,3325,MIA,TLH,64,97,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",2144,2151,-7,2227,2245,-18,MQ,N693AE,4109,MIA,PNS,81,103,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-02",2215,2224,-9,2250,2308,-18,OH,N573NN,5103,CLT,PNS,70,95,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-02",2227,2232,-5,2353,2359,-6,OH,N545PB,5284,CLT,TLH,61,86,386,0,0
